id,name
309,Oceanus
310,Ochs
311,Integra
312,Odysseus
313,Odysseus
314,Ohko
315,Oneiros
316,Ordykia
317,Orphée
318,Orpheus
319,Orthros
320,Omega
321,Pluto
322,Pallas
323,Pallas
324,Palmer
325,Pandora
326,Paracelsus
327,Paradise
328,Paradox
329,Partita
330,Persephone
331,Phaeton
332,Phantasos
333,Pharaoh
334,Phlegyas
335,Phobetor
336,Phobos
337,Phoebe
338,Phonos
339,Piotr
340,Pavlin
341,Poena
342,Pontus
343,Gai
344,Ptolemy
345,Pyrokus
346,Pyromaniac
347,Queen
348,Ra
349,Radzinsky
350,Ragno
351,Manigold
352,Algon
353,Electra
354,Retsu
355,Rhadamanthys
356,Rhea
357,Rhea
358,Rhuax
359,Rigel
360,Ritahoa
361,Rock
362,Rodorio
363,Roland
364,Romulus
365,Rudolph
366,Rung
367,Ruse
368,Rusk
369,Ryuho
370,Saga
371,Sage
372,Zenith
373,Quinn
374,Saori Kido
375,Sasha
376,Lythos
377,Schiller
378,Dzu Teh
379,Seiya
380,Seraphina
381,Shaka
382,Sham
383,Shelley
384,Nero
385,Max
386,Shaina
387,Shinadekuro
388,Shinato
389,Shion
390,Shiryu
391,Shiva
392,Sho
393,El Cid
394,Shoko Tokumaru
395,Shun
396,Shura
397,Siegfried
398,Sigmund
399,Siegfried
400,Sillas
401,Sirius
402,Sigurd
403,Sonia
404,Sorento
405,Soul Reaper
406,Souma
407,Spartan
408,Spathe
409,Spear
410,Spica
411,Stand
412,Steven
413,Yamato
414,Suikyo
415,Surt
416,Surt
417,Syd
418,Sylphid
419,Tail
420,Tityus
421,Tarvos
422,Nyuke
423,Teneo
424,Tenma
425,Regulus
426,Tethys
427,Thanatos
428,Thebe
429,Theia
430,Themis
431,Theseus
432,Thetis
433,Thor
434,Titan
435,Toas
436,Toki
437,Tokisada
438,Tokusa
439,Icarus
440,Tomoe
441,Tourmasline
442,Trivikramasena
443,Tsubaki
444,Typhon
445,Ullr
446,Unity
447,Uranus
448,Ushio
449,Valentine
450,Valkyrie
451,Vermeer
452,Veronica
453,Violate
454,Viviane
455,Hephaestus
456,Wadatsumi / Natassia
457,Wesda
458,Wimber
459,Xiaoling
460,Yato
461,Nytea
462,Ymir
463,Yoma
464,Nioidei
465,Yoshino Hino
466,Yoshitomi
467,Yufa / Limos
468,Yulij
469,Yuna
470,Yuzuriha
471,Zaphiri
472,Zelos
473,Zugylos
474,Yuki-Onna
475,Naaza
476,Albior
477,Grigori
478,Sinmore
479,Kafka
480,Suisho
481,Youssef
482,Erik
483,Europe
484,Astraea
485,Ex
486,Machina
487,Nyan
488,Arthur Pendragon
489,Mordred
490,Edward / Horcos
491,Quetzalcoatl
492,Balor
493,Lugh
494,Poseidon
495,Odin
496,Kaito
497,Erythro
498,Steropes
499,Rebecca
500,Degel
501,Lei-Hu
502,The Trio of Darkness 3
503,Aspros
504,Albafica
505,Harmonia
506,Pseudos
507,Patty
508,Androctasias
509,Layla
510,Matthew
511,Shion
512,Brasa
513,Nero Priest
514,Sigmund
515,Toma
516,Lethe
517,Rajura
518,Hestia
519,Subaru
520,Hera
521,Aphrodite
522,Yoruhime Tsukishima
523,Xiu
524,Cronus
525,Eileithyia
526,Hebe
527,Luna
528,Demeter
529,Shadow Cloth
530,Enki / Ea
531,Saturn
532,Suzuri 
533,Sao
534,Lachesis
535,Atropos
536,Drachme
537,Arctos
538,Lodi'N
539,Demiurgo
540,Shoichiro Tokito
541,Cattleya Mikagami
542,Sojiro Tokito
543,Arges
544,Nemesis
545,Bellerophon
546,Cadmus
547,Terpsichore
548,Arcturus
549,Ophialtes
550,Charlotte Kazahana
551,Sanctuary Soldier
552,Sponde
553,Sea Serpent Saint
554,Shin
555,Amarok
556,Daelos
557,Yambow
558,Ellan
559,Moros
560,Shion
561,Rasama
562,Sasuke
563,Saizo
564,Kamanosuke
565,Mariner Soldier
566,Vulcanus
567,Jake
568,Titan
569,Pollux
570,Seikai
571,Yakov
572,Isanyuudo
573,Nezu
574,Yugo
575,Photia
576,Aeras
577,Anayama
578,Unno
579,Kakei
580,Mochizuki
581,Olivia Tokumaru
582,Athena
583,Failinis
584,Klaus
585,Athena (XV)
586,Kuuya
587,Dan
588,Leiga
589,Lenge
590,Ryouma
591,Shurato
592,Hyuga
593,Gai
594,Lakshu
595,Syow
596,Fabio
597,Shirin
598,Arthur
599,Kruger
600,Komori
601,Alpha Romeo
602,Frey
603,Fear Demon
604,Fire Demon
605,Thunder Clouds
606,Shutendoji
607,Stone
608,Jacobini
609,Rook
610,Taran
611,Neck
612,Seiji
613,Ram
614,Defteros
615,Oko
616,Ryo
617,Prometheus
618,Eletis
619,Loki
620,Asceta
